Mirna,Target,energy,gap_l,gap_r
hsa-miR-148a-3p,QKI,-17.58,8897,8921
hsa-miR-148a-3p,QKI,-16.02,7150,7171
hsa-miR-148a-3p,QKI,-17.97,7744,7767
hsa-miR-148a-3p,QKI,-23.97,8416,8434
hsa-miR-148a-3p,QKI,-16.87,7122,7145
hsa-miR-148a-3p,QKI,-21.19,11889,11910
hsa-miR-148a-3p,QKI,-17.58,7950,7974
hsa-miR-148a-3p,QKI,-16.02,6203,6224
hsa-miR-148a-3p,QKI,-17.97,6465,6488
hsa-miR-148a-3p,QKI,-23.97,7137,7155
hsa-miR-148a-3p,QKI,-16.87,5843,5866
hsa-miR-148a-3p,QKI,-21.19,10610,10631
hsa-miR-148a-3p,QKI,-17.58,6671,6695
hsa-miR-148a-3p,QKI,-16.02,4924,4945
hsa-miR-148a-3p,QKI,-17.97,1792,1815
hsa-miR-148a-3p,QKI,-23.97,2464,2482
hsa-miR-148a-3p,QKI,-21.19,5937,5958
hsa-miR-148a-3p,QKI,-17.58,1998,2022
hsa-miR-148a-3p,QKI,-17.97,1768,1791
hsa-miR-148a-3p,QKI,-23.97,2440,2458
hsa-miR-148a-3p,QKI,-21.19,5913,5934
hsa-miR-148a-3p,QKI,-17.58,1974,1998
hsa-miR-148a-3p,H19,-13.39,2356,2374
hsa-miR-148a-3p,PTEN,-12.27,4485,4504
hsa-miR-148a-3p,PTEN,-10.09,3377,3398
hsa-miR-148a-3p,PTEN,-14.23,5380,5401
hsa-miR-148a-3p,PTEN,-12.27,4599,4618
hsa-miR-148a-3p,PTEN,-10.09,3491,3512
hsa-miR-148a-3p,PTEN,-14.23,5494,5515
hsa-miR-30d-5p,QKI,-10.8,15583,15604
hsa-miR-30d-5p,QKI,-12.37,7669,7690
hsa-miR-30d-5p,QKI,-10.8,14636,14657
hsa-miR-30d-5p,QKI,-12.37,6722,6743
hsa-miR-30d-5p,QKI,-10.8,13357,13378
hsa-miR-30d-5p,QKI,-12.37,5443,5464
hsa-miR-30d-5p,QKI,-10.8,8684,8705
hsa-miR-30d-5p,QKI,-10.8,8660,8681
hsa-miR-30d-5p,NFIA,-15.47,4496,4521
hsa-miR-30d-5p,NFIA,-15.47,4385,4410
hsa-miR-30d-5p,NFIA,-15.47,4652,4677
hsa-miR-30d-5p,NFIA,-15.47,4560,4585
hsa-miR-30d-5p,PTEN,-12.85,8105,8130
hsa-miR-30d-5p,PTEN,-12.7,4927,4948
hsa-miR-30d-5p,PTEN,-12.85,8219,8244
hsa-miR-30d-5p,PTEN,-12.7,5041,5062
hsa-miR-7-5p,RB1,-14.75,4001,4023
hsa-miR-7-5p,NFIA,-17.52,4065,4089
hsa-miR-7-5p,NFIA,-17.52,3954,3978
hsa-miR-7-5p,NFIA,-17.52,4221,4245
hsa-miR-7-5p,NFIA,-17.52,4129,4153
hsa-miR-181c-5p,RB1,-17.04,1249,1270
hsa-miR-181c-5p,RB1,-12.11,1703,1726
hsa-miR-181c-5p,RB1,-13.31,992,1016
hsa-miR-181c-5p,KLF6,-12.05,1368,1389
hsa-miR-181c-5p,KLF6,-19.96,4304,4326
hsa-miR-181c-5p,KLF6,-8.53,3920,3941
hsa-miR-181c-5p,KLF6,-12.05,1370,1391
hsa-miR-181c-5p,KLF6,-19.96,4306,4328
hsa-miR-181c-5p,KLF6,-8.53,3922,3943
hsa-miR-181c-5p,KLF6,-12.05,1494,1515
hsa-miR-181c-5p,KLF6,-19.96,4430,4452
hsa-miR-181c-5p,KLF6,-8.53,4046,4067
hsa-miR-181c-5p,QKI,-12.97,4431,4451
hsa-miR-181c-5p,QKI,-9.13,8896,8917
hsa-miR-181c-5p,QKI,-12.97,3484,3504
hsa-miR-181c-5p,QKI,-9.13,7949,7970
hsa-miR-181c-5p,QKI,-12.97,2205,2225
hsa-miR-181c-5p,QKI,-9.13,6670,6691
hsa-miR-181c-5p,QKI,-9.13,1997,2018
hsa-miR-181c-5p,QKI,-9.13,1973,1994
hsa-miR-181c-5p,PTEN,-12.02,4539,4560
hsa-miR-181c-5p,PTEN,-16.22,7358,7382
hsa-miR-181c-5p,PTEN,-13.17,4818,4839
hsa-miR-181c-5p,PTEN,-12.02,4653,4674
hsa-miR-181c-5p,PTEN,-16.22,7472,7496
hsa-miR-181c-5p,PTEN,-13.17,4932,4953
hsa-miR-182-5p,TNKS2,-11.14,4395,4417
hsa-miR-182-5p,QKI,-14.16,11349,11373
hsa-miR-182-5p,QKI,-15.08,5950,5977
hsa-miR-182-5p,QKI,-12.31,5167,5190
hsa-miR-182-5p,QKI,-15.72,11831,11857
hsa-miR-182-5p,QKI,-11.19,9793,9814
hsa-miR-182-5p,QKI,-10.24,3439,3462
hsa-miR-182-5p,QKI,-18.1,12888,12911
hsa-miR-182-5p,QKI,-14.16,10402,10426
hsa-miR-182-5p,QKI,-15.08,5003,5030
hsa-miR-182-5p,QKI,-12.31,4220,4243
hsa-miR-182-5p,QKI,-15.72,10884,10910
hsa-miR-182-5p,QKI,-11.19,8846,8867
hsa-miR-182-5p,QKI,-10.24,2492,2515
hsa-miR-182-5p,QKI,-18.1,11941,11964
hsa-miR-182-5p,QKI,-14.16,9123,9147
hsa-miR-182-5p,QKI,-15.08,3724,3751
hsa-miR-182-5p,QKI,-12.31,2941,2964
hsa-miR-182-5p,QKI,-15.72,9605,9631
hsa-miR-182-5p,QKI,-11.19,7567,7588
hsa-miR-182-5p,QKI,-18.1,10662,10685
hsa-miR-182-5p,QKI,-14.16,4450,4474
hsa-miR-182-5p,QKI,-15.72,4932,4958
hsa-miR-182-5p,QKI,-11.19,2894,2915
hsa-miR-182-5p,QKI,-18.1,5989,6012
hsa-miR-182-5p,QKI,-14.16,4426,4450
hsa-miR-182-5p,QKI,-15.72,4908,4934
hsa-miR-182-5p,QKI,-11.19,2870,2891
hsa-miR-182-5p,QKI,-18.1,5965,5988
hsa-miR-183-5p,QKI,-13.9,10680,10701
hsa-miR-183-5p,QKI,-19.22,14809,14830
hsa-miR-183-5p,QKI,-15.59,13484,13506
hsa-miR-183-5p,QKI,-13.66,9076,9097
hsa-miR-183-5p,QKI,-13.9,9733,9754
hsa-miR-183-5p,QKI,-19.22,13862,13883
hsa-miR-183-5p,QKI,-15.59,12537,12559
hsa-miR-183-5p,QKI,-13.66,8129,8150
hsa-miR-183-5p,QKI,-13.9,8454,8475
hsa-miR-183-5p,QKI,-19.22,12583,12604
hsa-miR-183-5p,QKI,-15.59,11258,11280
hsa-miR-183-5p,QKI,-13.66,6850,6871
hsa-miR-183-5p,QKI,-13.9,3781,3802
hsa-miR-183-5p,QKI,-19.22,7910,7931
hsa-miR-183-5p,QKI,-15.59,6585,6607
hsa-miR-183-5p,QKI,-13.66,2177,2198
hsa-miR-183-5p,QKI,-13.9,3757,3778
hsa-miR-183-5p,QKI,-19.22,7886,7907
hsa-miR-183-5p,QKI,-15.59,6561,6583
hsa-miR-183-5p,QKI,-13.66,2153,2174
hsa-miR-199b-5p,RB1,-25.59,4070,4092
hsa-miR-199b-5p,SOX5,-13.63,1186,1207
hsa-miR-199b-5p,SOX5,-14.02,1818,1840
hsa-miR-199b-5p,SOX5,-19.1,4413,4433
hsa-miR-199b-5p,SOX5,-13.63,1261,1282
hsa-miR-199b-5p,SOX5,-13.6,1569,1591
hsa-miR-199b-5p,SOX5,-19.1,4164,4184
hsa-miR-199b-5p,SOX5,-13.63,977,998
hsa-miR-199b-5p,SOX5,-14.02,1609,1631
hsa-miR-199b-5p,SOX5,-19.1,4204,4224
hsa-miR-199b-5p,SOX5,-13.63,953,974
hsa-miR-199b-5p,SOX5,-14.02,1585,1607
hsa-miR-199b-5p,SOX5,-19.1,4180,4200
hsa-miR-199b-5p,SOX5,-14.02,385,407
hsa-miR-199b-5p,SOX5,-19.1,2980,3000
hsa-miR-204-5p,NFIA,-14.95,6360,6381
hsa-miR-204-5p,NFIA,-12.21,2827,2848
hsa-miR-204-5p,NFIA,-18.88,8125,8146
hsa-miR-204-5p,NFIA,-14.95,6249,6270
hsa-miR-204-5p,NFIA,-12.21,2716,2737
hsa-miR-204-5p,NFIA,-18.88,8014,8035
hsa-miR-204-5p,NFIA,-14.95,6516,6537
hsa-miR-204-5p,NFIA,-12.21,2983,3004
hsa-miR-204-5p,NFIA,-18.88,8281,8302
hsa-miR-204-5p,NFIA,-14.95,6424,6445
hsa-miR-204-5p,NFIA,-12.21,2891,2912
hsa-miR-204-5p,NFIA,-18.88,8189,8210
hsa-miR-205-5p,QKI,-21.73,2473,2492
hsa-miR-205-5p,QKI,-13.94,7058,7079
hsa-miR-205-5p,QKI,-16.1,5605,5629
hsa-miR-205-5p,QKI,-21.73,1526,1545
hsa-miR-205-5p,QKI,-13.94,6111,6132
hsa-miR-205-5p,QKI,-16.1,4658,4682
hsa-miR-205-5p,QKI,-13.94,4832,4853
hsa-miR-205-5p,QKI,-16.1,3379,3403
hsa-miR-212-3p,RB1,-15.68,602,622
hsa-miR-212-3p,RB1,-12.82,3886,3906
hsa-miR-212-3p,RB1,-12.96,1281,1301
hsa-miR-212-3p,SOX5,-11.04,2710,2730
hsa-miR-212-3p,SOX5,-11.04,2461,2481
hsa-miR-212-3p,SOX5,-11.04,2501,2521
hsa-miR-212-3p,SOX5,-11.04,2477,2497
hsa-miR-212-3p,SOX5,-15.76,15,35
hsa-miR-212-3p,SOX5,-11.04,1277,1297
hsa-miR-212-3p,QKI,-17.04,8075,8098
hsa-miR-212-3p,QKI,-17.04,7128,7151
hsa-miR-212-3p,QKI,-17.04,5849,5872
hsa-miR-214-3p,NFIA,-21.63,3492,3513
hsa-miR-214-3p,NFIA,-17.89,8424,8443
hsa-miR-214-3p,NFIA,-21.63,3381,3402
hsa-miR-214-3p,NFIA,-17.89,8313,8332
hsa-miR-214-3p,NFIA,-21.63,3648,3669
hsa-miR-214-3p,NFIA,-17.89,8580,8599
hsa-miR-214-3p,NFIA,-21.63,3556,3577
hsa-miR-214-3p,NFIA,-17.89,8488,8507
hsa-miR-214-3p,QKI,-24.31,8513,8539
hsa-miR-214-3p,QKI,-20.04,14041,14062
hsa-miR-214-3p,QKI,-14.92,4139,4159
hsa-miR-214-3p,QKI,-17.1,4402,4423
hsa-miR-214-3p,QKI,-24.31,7566,7592
hsa-miR-214-3p,QKI,-20.04,13094,13115
hsa-miR-214-3p,QKI,-14.92,3192,3212
hsa-miR-214-3p,QKI,-17.1,3455,3476
hsa-miR-214-3p,QKI,-24.31,6287,6313
hsa-miR-214-3p,QKI,-20.04,11815,11836
hsa-miR-214-3p,QKI,-14.92,1913,1933
hsa-miR-214-3p,QKI,-17.1,2176,2197
hsa-miR-214-3p,QKI,-24.31,1614,1640
hsa-miR-214-3p,QKI,-20.04,7142,7163
hsa-miR-214-3p,QKI,-24.31,1590,1616
hsa-miR-214-3p,QKI,-20.04,7118,7139
hsa-miR-214-3p,PTEN,-16.06,5645,5666
hsa-miR-214-3p,PTEN,-15.14,3243,3264
hsa-miR-214-3p,PTEN,-16.06,5759,5780
hsa-miR-214-3p,PTEN,-15.14,3357,3378
hsa-miR-217,NFIA,-9,2380,2402
hsa-miR-217,NFIA,-9,2269,2291
hsa-miR-217,NFIA,-9,2536,2558
hsa-miR-217,NFIA,-9,2444,2466
hsa-miR-217,QKI,-17.35,10319,10341
hsa-miR-217,QKI,-24.06,589,613
hsa-miR-217,QKI,-17.66,14736,14757
hsa-miR-217,QKI,-10.82,6225,6246
hsa-miR-217,QKI,-18.94,10773,10797
hsa-miR-217,QKI,-21.21,12906,12926
hsa-miR-217,QKI,-17.35,9372,9394
hsa-miR-217,QKI,-17.66,13789,13810
hsa-miR-217,QKI,-10.82,5278,5299
hsa-miR-217,QKI,-18.94,9826,9850
hsa-miR-217,QKI,-21.21,11959,11979
hsa-miR-217,QKI,-17.35,8093,8115
hsa-miR-217,QKI,-17.66,12510,12531
hsa-miR-217,QKI,-10.82,3999,4020
hsa-miR-217,QKI,-18.94,8547,8571
hsa-miR-217,QKI,-21.21,10680,10700
hsa-miR-217,QKI,-17.35,3420,3442
hsa-miR-217,QKI,-17.66,7837,7858
hsa-miR-217,QKI,-18.94,3874,3898
hsa-miR-217,QKI,-21.21,6007,6027
hsa-miR-217,QKI,-17.35,3396,3418
hsa-miR-217,QKI,-17.66,7813,7834
hsa-miR-217,QKI,-18.94,3850,3874
hsa-miR-217,QKI,-21.21,5983,6003
hsa-miR-217,PTEN,-17.41,1173,1193
hsa-miR-221-3p,TNKS2,-23.97,2039,2061
hsa-miR-221-3p,TNKS2,-12.99,5639,5660
hsa-miR-221-3p,TNKS2,-17.13,2458,2481
hsa-miR-221-3p,TNKS2,-22.03,4901,4926
hsa-miR-221-3p,TNKS2,-18.38,6159,6183
hsa-miR-221-3p,QKI,-26.59,6668,6690
hsa-miR-221-3p,QKI,-10.62,9442,9464
hsa-miR-221-3p,QKI,-26.59,5721,5743
hsa-miR-221-3p,QKI,-10.62,8495,8517
hsa-miR-221-3p,QKI,-26.59,4442,4464
hsa-miR-221-3p,QKI,-10.62,7216,7238
hsa-miR-221-3p,QKI,-10.62,2543,2565
hsa-miR-221-3p,QKI,-10.62,2519,2541
hsa-miR-221-3p,IGF1,-17.24,4278,4302
hsa-miR-221-3p,IGF1,-17.24,4327,4351
hsa-miR-221-3p,IGF1,-17.24,4161,4185
hsa-miR-221-3p,PTEN,-27.02,104,129
hsa-miR-222-3p,TNKS2,-24.12,2042,2061
hsa-miR-222-3p,TNKS2,-18.34,2461,2481
hsa-miR-222-3p,TNKS2,-11.71,5640,5660
hsa-miR-222-3p,QKI,-8.54,9444,9464
hsa-miR-222-3p,QKI,-8.54,8497,8517
hsa-miR-222-3p,QKI,-8.54,7218,7238
hsa-miR-222-3p,QKI,-8.54,2545,2565
hsa-miR-222-3p,QKI,-8.54,2521,2541
hsa-miR-222-3p,IGF1,-16.79,4282,4302
hsa-miR-222-3p,IGF1,-16.79,4331,4351
hsa-miR-222-3p,IGF1,-16.79,4165,4185
hsa-miR-223-3p,QKI,-13,6588,6611
hsa-miR-223-3p,QKI,-15.47,11703,11723
hsa-miR-223-3p,QKI,-9.63,6564,6584
hsa-miR-223-3p,QKI,-13,5641,5664
hsa-miR-223-3p,QKI,-15.47,10756,10776
hsa-miR-223-3p,QKI,-9.63,5617,5637
hsa-miR-223-3p,QKI,-13,4362,4385
hsa-miR-223-3p,QKI,-15.47,9477,9497
hsa-miR-223-3p,QKI,-9.63,4338,4358
hsa-miR-223-3p,QKI,-15.47,4804,4824
hsa-miR-223-3p,QKI,-15.47,4780,4800
hsa-miR-223-3p,RB1,-12.6,4021,4042
hsa-miR-223-3p,SOX5,-18.36,942,965
hsa-miR-223-3p,SOX5,-18.36,1017,1040
hsa-miR-223-3p,SOX5,-18.36,733,756
hsa-miR-223-3p,SOX5,-18.36,709,732
hsa-miR-223-3p,NFIA,-19.09,2654,2676
hsa-miR-223-3p,NFIA,-19.09,2543,2565
hsa-miR-223-3p,NFIA,-19.09,2810,2832
hsa-miR-223-3p,NFIA,-19.09,2718,2740
hsa-miR-223-3p,PTEN,-9.81,3094,3115
hsa-miR-223-3p,PTEN,-9.81,3208,3229
hsa-miR-224-5p,QKI,-12.14,3825,3845
hsa-miR-224-5p,QKI,-16.3,11676,11698
hsa-miR-224-5p,QKI,-12.14,2878,2898
hsa-miR-224-5p,QKI,-16.3,10729,10751
hsa-miR-224-5p,QKI,-12.14,1599,1619
hsa-miR-224-5p,QKI,-16.3,9450,9472
hsa-miR-224-5p,QKI,-16.3,4777,4799
hsa-miR-224-5p,QKI,-16.3,4753,4775
hsa-miR-224-5p,NFIA,-8.84,3394,3414
hsa-miR-224-5p,NFIA,-9.34,3889,3909
hsa-miR-224-5p,NFIA,-8.84,3283,3303
hsa-miR-224-5p,NFIA,-9.34,3778,3798
hsa-miR-224-5p,NFIA,-8.84,3550,3570
hsa-miR-224-5p,NFIA,-9.34,4045,4065
hsa-miR-224-5p,NFIA,-8.84,3458,3478
hsa-miR-224-5p,NFIA,-9.34,3953,3973
hsa-miR-200b-3p,TNKS2,-14.01,4209,4231
hsa-miR-200b-3p,NFIA,-12.43,7504,7530
hsa-miR-200b-3p,NFIA,-8.07,4027,4049
hsa-miR-200b-3p,NFIA,-8.16,2231,2249
hsa-miR-200b-3p,NFIA,-8.63,7477,7498
hsa-miR-200b-3p,NFIA,-12.43,7393,7419
hsa-miR-200b-3p,NFIA,-8.07,3916,3938
hsa-miR-200b-3p,NFIA,-8.16,2120,2138
hsa-miR-200b-3p,NFIA,-8.63,7366,7387
hsa-miR-200b-3p,NFIA,-12.43,7660,7686
hsa-miR-200b-3p,NFIA,-8.07,4183,4205
hsa-miR-200b-3p,NFIA,-8.16,2387,2405
hsa-miR-200b-3p,NFIA,-8.63,7633,7654
hsa-miR-200b-3p,NFIA,-12.43,7568,7594
hsa-miR-200b-3p,NFIA,-8.07,4091,4113
hsa-miR-200b-3p,NFIA,-8.16,2295,2313
hsa-miR-200b-3p,NFIA,-8.63,7541,7562
hsa-miR-200b-3p,KLF6,-10.17,2401,2422
hsa-miR-200b-3p,KLF6,-10.17,2403,2424
hsa-miR-200b-3p,KLF6,-10.17,2527,2548
hsa-miR-200b-3p,QKI,-9.88,11054,11075
hsa-miR-200b-3p,QKI,-14.68,6994,7016
hsa-miR-200b-3p,QKI,-9.56,10771,10788
hsa-miR-200b-3p,QKI,-13.68,10985,11007
hsa-miR-200b-3p,QKI,-9.88,10107,10128
hsa-miR-200b-3p,QKI,-14.68,6047,6069
hsa-miR-200b-3p,QKI,-9.56,9824,9841
hsa-miR-200b-3p,QKI,-13.68,10038,10060
hsa-miR-200b-3p,QKI,-9.88,8828,8849
hsa-miR-200b-3p,QKI,-14.68,4768,4790
hsa-miR-200b-3p,QKI,-9.56,8545,8562
hsa-miR-200b-3p,QKI,-13.68,8759,8781
hsa-miR-200b-3p,QKI,-9.88,4155,4176
hsa-miR-200b-3p,QKI,-9.56,3872,3889
hsa-miR-200b-3p,QKI,-13.68,4086,4108
hsa-miR-200b-3p,QKI,-9.88,4131,4152
hsa-miR-200b-3p,QKI,-9.56,3848,3865
hsa-miR-200b-3p,QKI,-13.68,4062,4084
hsa-miR-200b-3p,PTEN,-15.21,4743,4766
hsa-miR-200b-3p,PTEN,-15.21,4857,4880
hsa-let-7g-5p,RB1,-16.45,2124,2147
hsa-let-7g-5p,RB1,-12.09,2084,2104
hsa-let-7i-5p,RB1,-15.25,2082,2104
hsa-let-7i-5p,SOX5,-23.12,1000,1022
hsa-let-7i-5p,SOX5,-21.88,638,662
hsa-let-7i-5p,SOX5,-23.12,1075,1097
hsa-let-7i-5p,SOX5,-21.88,713,737
hsa-let-7i-5p,SOX5,-23.12,791,813
hsa-let-7i-5p,SOX5,-21.88,429,453
hsa-let-7i-5p,SOX5,-13.92,66,86
hsa-let-7i-5p,SOX5,-23.12,767,789
hsa-let-7i-5p,SOX5,-21.88,405,429
hsa-miR-15b-5p,TNKS2,-19.44,1388,1414
hsa-miR-15b-5p,TNKS2,-14.97,1436,1458
hsa-miR-15b-5p,SOX5,-19.86,1421,1440
hsa-miR-15b-5p,SOX5,-15.45,3493,3513
hsa-miR-15b-5p,SOX5,-19.86,1496,1515
hsa-miR-15b-5p,SOX5,-15.45,3244,3264
hsa-miR-15b-5p,SOX5,-19.86,1212,1231
hsa-miR-15b-5p,SOX5,-15.45,3284,3304
hsa-miR-15b-5p,SOX5,-19.86,1188,1207
hsa-miR-15b-5p,SOX5,-15.45,3260,3280
hsa-miR-15b-5p,SOX5,-15.45,2060,2080
hsa-miR-15b-5p,QKI,-14.92,14468,14489
hsa-miR-15b-5p,QKI,-13.75,5201,5222
hsa-miR-15b-5p,QKI,-14.9,8987,9008
hsa-miR-15b-5p,QKI,-13.95,3117,3138
hsa-miR-15b-5p,QKI,-14.92,13521,13542
hsa-miR-15b-5p,QKI,-13.75,4254,4275
hsa-miR-15b-5p,QKI,-14.9,8040,8061
hsa-miR-15b-5p,QKI,-13.95,2170,2191
hsa-miR-15b-5p,QKI,-14.92,12242,12263
hsa-miR-15b-5p,QKI,-13.75,2975,2996
hsa-miR-15b-5p,QKI,-14.9,6761,6782
hsa-miR-15b-5p,QKI,-14.92,7569,7590
hsa-miR-15b-5p,QKI,-14.9,2088,2109
hsa-miR-15b-5p,QKI,-14.92,7545,7566
hsa-miR-15b-5p,QKI,-14.9,2064,2085
hsa-miR-23b-3p,TNKS2,-10.53,3909,3929
hsa-miR-23b-3p,QKI,-14.33,14862,14882
hsa-miR-23b-3p,QKI,-10.6,7311,7331
hsa-miR-23b-3p,QKI,-7.9,10230,10250
hsa-miR-23b-3p,QKI,-14.33,13915,13935
hsa-miR-23b-3p,QKI,-10.6,6364,6384
hsa-miR-23b-3p,QKI,-7.9,9283,9303
hsa-miR-23b-3p,QKI,-14.33,12636,12656
hsa-miR-23b-3p,QKI,-10.6,5085,5105
hsa-miR-23b-3p,QKI,-7.9,8004,8024
hsa-miR-23b-3p,QKI,-14.33,7963,7983
hsa-miR-23b-3p,QKI,-7.9,3331,3351
hsa-miR-23b-3p,QKI,-14.33,7939,7959
hsa-miR-23b-3p,QKI,-7.9,3307,3327
hsa-miR-23b-3p,NFIA,-10.45,3886,3906
hsa-miR-23b-3p,NFIA,-13.51,8355,8375
hsa-miR-23b-3p,NFIA,-10.19,6974,6994
hsa-miR-23b-3p,NFIA,-14.32,3782,3803
hsa-miR-23b-3p,NFIA,-10.45,3775,3795
hsa-miR-23b-3p,NFIA,-13.51,8244,8264
hsa-miR-23b-3p,NFIA,-10.19,6863,6883
hsa-miR-23b-3p,NFIA,-14.32,3671,3692
hsa-miR-23b-3p,NFIA,-16.16,309,329
hsa-miR-23b-3p,NFIA,-10.45,4042,4062
hsa-miR-23b-3p,NFIA,-13.51,8511,8531
hsa-miR-23b-3p,NFIA,-10.19,7130,7150
hsa-miR-23b-3p,NFIA,-14.32,3938,3959
hsa-miR-23b-3p,NFIA,-10.45,3950,3970
hsa-miR-23b-3p,NFIA,-13.51,8419,8439
hsa-miR-23b-3p,NFIA,-10.19,7038,7058
hsa-miR-23b-3p,NFIA,-14.32,3846,3867
hsa-miR-23b-3p,PTEN,-15.73,4509,4529
hsa-miR-23b-3p,PTEN,-11.22,6983,7003
hsa-miR-23b-3p,PTEN,-12.07,5611,5633
hsa-miR-23b-3p,PTEN,-10.02,3838,3858
hsa-miR-23b-3p,PTEN,-13.05,5155,5175
hsa-miR-23b-3p,PTEN,-15.73,4623,4643
hsa-miR-23b-3p,PTEN,-11.22,7097,7117
hsa-miR-23b-3p,PTEN,-12.07,5725,5747
hsa-miR-23b-3p,PTEN,-10.02,3952,3972
hsa-miR-23b-3p,PTEN,-13.05,5269,5289
hsa-miR-27b-3p,KLF6,-15.46,919,939
hsa-miR-27b-3p,KLF6,-16.13,733,754
hsa-miR-27b-3p,KLF6,-15.46,1045,1065
hsa-miR-27b-3p,QKI,-24.67,8842,8861
hsa-miR-27b-3p,QKI,-15.21,9808,9828
hsa-miR-27b-3p,QKI,-12.62,5093,5112
hsa-miR-27b-3p,QKI,-16.89,1005,1024
hsa-miR-27b-3p,QKI,-24.67,7895,7914
hsa-miR-27b-3p,QKI,-15.21,8861,8881
hsa-miR-27b-3p,QKI,-12.62,4146,4165
hsa-miR-27b-3p,QKI,-24.67,6616,6635
hsa-miR-27b-3p,QKI,-15.21,7582,7602
hsa-miR-27b-3p,QKI,-12.62,2867,2886
hsa-miR-27b-3p,QKI,-24.67,1943,1962
hsa-miR-27b-3p,QKI,-15.21,2909,2929
hsa-miR-27b-3p,QKI,-24.67,1919,1938
hsa-miR-27b-3p,QKI,-15.21,2885,2905
hsa-miR-27b-3p,NFIA,-17.16,4286,4307
hsa-miR-27b-3p,NFIA,-17.16,4175,4196
hsa-miR-27b-3p,NFIA,-17.16,4442,4463
hsa-miR-27b-3p,NFIA,-17.16,4350,4371
hsa-miR-30b-5p,QKI,-10.95,7669,7690
hsa-miR-30b-5p,QKI,-13.84,15584,15604
hsa-miR-30b-5p,QKI,-15.33,3958,3982
hsa-miR-30b-5p,QKI,-10.95,6722,6743
hsa-miR-30b-5p,QKI,-13.84,14637,14657
hsa-miR-30b-5p,QKI,-15.33,3011,3035
hsa-miR-30b-5p,QKI,-10.95,5443,5464
hsa-miR-30b-5p,QKI,-13.84,13358,13378
hsa-miR-30b-5p,QKI,-15.33,1732,1756
hsa-miR-30b-5p,QKI,-13.84,8685,8705
hsa-miR-30b-5p,QKI,-13.84,8661,8681
hsa-miR-30b-5p,NFIA,-9.45,4500,4521
hsa-miR-30b-5p,NFIA,-9.45,4389,4410
hsa-miR-30b-5p,NFIA,-9.45,4656,4677
hsa-miR-30b-5p,NFIA,-9.45,4564,4585
hsa-miR-30b-5p,PTEN,-8.17,8109,8130
hsa-miR-30b-5p,PTEN,-8.17,8223,8244
hsa-miR-130a-3p,TNKS2,-14.35,1970,1991
hsa-miR-130a-3p,TNKS2,-16.9,1385,1406
hsa-miR-130a-3p,SOX5,-15.09,3706,3727
hsa-miR-130a-3p,SOX5,-15.09,3457,3478
hsa-miR-130a-3p,SOX5,-15.09,3497,3518
hsa-miR-130a-3p,SOX5,-15.09,3473,3494
hsa-miR-130a-3p,SOX5,-15.09,2273,2294
hsa-miR-130a-3p,NFIA,-21.92,334,355
hsa-miR-130a-3p,NFIA,-20.33,8603,8624
hsa-miR-130a-3p,NFIA,-20.33,8492,8513
hsa-miR-130a-3p,NFIA,-20.33,8759,8780
hsa-miR-130a-3p,NFIA,-20.33,8667,8688
hsa-miR-130a-3p,KLF6,-14.63,3601,3621
hsa-miR-130a-3p,KLF6,-14.63,3603,3623
hsa-miR-130a-3p,KLF6,-14.63,3727,3747
hsa-miR-130a-3p,QKI,-15.5,7149,7170
hsa-miR-130a-3p,QKI,-11.68,15719,15741
hsa-miR-130a-3p,QKI,-17.94,1645,1668
hsa-miR-130a-3p,QKI,-11.99,3834,3854
hsa-miR-130a-3p,QKI,-15.5,6202,6223
hsa-miR-130a-3p,QKI,-11.68,14772,14794
hsa-miR-130a-3p,QKI,-11.99,2887,2907
hsa-miR-130a-3p,QKI,-15.5,4923,4944
hsa-miR-130a-3p,QKI,-11.68,13493,13515
hsa-miR-130a-3p,QKI,-11.99,1608,1628
hsa-miR-130a-3p,QKI,-11.68,8820,8842
hsa-miR-130a-3p,QKI,-11.68,8796,8818
hsa-miR-130a-3p,H19,-11.9,2339,2359
hsa-miR-130a-3p,H19,-16.29,2349,2373
hsa-miR-130a-3p,IGF1,-12.02,1085,1107
hsa-miR-130a-3p,IGF1,-9.2,188,211
hsa-miR-130a-3p,IGF1,-10.43,997,1021
hsa-miR-130a-3p,IGF1,-12.02,1134,1156
hsa-miR-130a-3p,IGF1,-10.43,1046,1070
hsa-miR-130a-3p,IGF1,-12.02,968,990
hsa-miR-130a-3p,IGF1,-10.43,880,904
hsa-miR-130a-3p,PTEN,-14.27,4477,4503
hsa-miR-130a-3p,PTEN,-12.62,2641,2662
hsa-miR-130a-3p,PTEN,-11.6,7475,7497
hsa-miR-130a-3p,PTEN,-14.27,4591,4617
hsa-miR-130a-3p,PTEN,-12.62,2755,2776
hsa-miR-130a-3p,PTEN,-11.6,7589,7611
hsa-miR-132-3p,RB1,-19.03,598,622
hsa-miR-132-3p,RB1,-15.97,3885,3906
hsa-miR-132-3p,RB1,-14.65,1281,1301
hsa-miR-132-3p,SOX5,-11.82,2709,2730
hsa-miR-132-3p,SOX5,-11.82,2460,2481
hsa-miR-132-3p,SOX5,-11.82,2500,2521
hsa-miR-132-3p,SOX5,-11.82,2476,2497
hsa-miR-132-3p,SOX5,-16.16,14,35
hsa-miR-132-3p,SOX5,-11.82,1276,1297
hsa-miR-132-3p,QKI,-13.77,8074,8098
